(166,w,-28)
(166,M,213)
(167,(,-47)
(167,d,-47)
(167,n,-47)
(168,(,-46)
(168,d,-46)
(168,n,-46)
(169,(,107)
(169,d,210)
(169,n,109)
(169,G,214)
(169,R,112)
(170,(,107)
(170,d,210)
(170,n,109)
(170,G,215)
(170,R,112)
(171,(,-43)
(171,d,-43)
(171,n,-43)
(172,(,-42)
(172,d,-42)
(172,n,-42)
(173,(,-44)
(173,d,-44)
(173,n,-44)
(174,(,-45)
(174,d,-45)
(174,n,-45)
(175,d,216)
(176,(,0)
(176,d,0)
(176,n,0)
(177,(,68)
(177,d,69)
(177,n,70)
(177,G,71)
(177,R,72)
(177,X,217)
(178,;,-50)
(179,),218)
(180,;,-13)
(180,`,-13)
(180,+,157)
(180,-,158)
(181,],219)
(182,),-40)
(182,*,-40)
(182,/,-40)
(182,+,-40)
(182,-,-40)
(183,),220)
(184,+,85)
(184,-,86)
(184,],221)
(185,),-38)
(185,*,-38)
(185,/,-38)
(185,+,-38)
(185,-,-38)
(185,[,121)
(186,),-36)
(186,*,-36)
(186,/,-36)
(186,+,-36)
(186,-,-36)
(187,),-37)
(187,*,-37)
(187,/,-37)
(187,+,-37)
(187,-,-37)
(188,),-32)
(188,+,-32)
(188,-,-32)
(188,*,122)
(188,/,123)
(189,),-33)
(189,+,-33)
(189,-,-33)
(189,*,122)
(189,/,123)
(190,),-34)
(190,`,-34)
(190,+,-34)
(190,-,-34)
(191,),-41)
(191,`,-41)
(191,*,-41)
(191,/,-41)
(191,+,-41)
(191,-,-41)
(192,],-34)
(192,+,-34)
(192,-,-34)
(193,],-41)
(193,*,-41)
(193,/,-41)
(193,+,-41)
(193,-,-41)
(194,),-18)
(194,`,-18)
(194,+,78)
(194,-,79)
(195,{,222)
(196,;,-34)
(196,+,-34)
(196,-,-34)
(197,;,-41)
(197,*,-41)
(197,/,-41)
(197,+,-41)
(197,-,-41)
(198,;,-40)
(198,`,-40)
(198,*,-40)
(198,/,-40)
(198,+,-40)
(198,-,-40)
(199,),223)
(200,+,85)
(200,-,86)
(200,],224)
(201,;,-38)
(201,`,-38)
(201,*,-38)
(201,/,-38)
(201,+,-38)
(201,-,-38)
(201,[,154)
(202,;,-36)
(202,`,-36)
(202,*,-36)
(202,/,-36)
(202,+,-36)
(202,-,-36)
(203,;,-37)
(203,`,-37)
(203,*,-37)
(203,/,-37)
(203,+,-37)
(203,-,-37)
(204,;,-32)
(204,`,-32)
(204,+,-32)
(204,-,-32)
(204,*,155)
(204,/,156)
(205,;,-33)
(205,`,-33)
(205,+,-33)
(205,-,-33)
(205,*,155)
(205,/,156)
(206,(,99)
(206,d,100)
(206,n,101)
(206,G,102)
(206,R,103)
(206,X,225)
(207,!,-40)
(207,&,-40)
(207,.,-40)
(207,<,-40)
(207,>,-40)
(207,~,-40)
(207,*,-40)
(207,/,-40)
(207,+,-40)
(207,-,-40)
(208,),226)
(209,+,85)
(209,-,86)
(209,],227)
(210,!,-38)
(210,&,-38)
(210,.,-38)
(210,<,-38)
(210,>,-38)
(210,~,-38)
(210,*,-38)
(210,/,-38)
(210,+,-38)
(210,-,-38)
(210,[,163)
(211,!,-36)
(211,&,-36)
(211,.,-36)
(211,<,-36)
(211,>,-36)
(211,~,-36)
(211,*,-36)
(211,/,-36)
(211,+,-36)
(211,-,-36)
(212,!,-37)
(212,&,-37)
(212,.,-37)
(212,<,-37)
(212,>,-37)
(212,~,-37)
(212,*,-37)
(212,/,-37)
(212,+,-37)
(212,-,-37)
(213,a,18)
(213,d,19)
(213,e,20)
(213,f,21)
(213,i,1)
(213,r,2)
(213,t,22)
(213,w,23)
(213,{,228)
(213,A,24)
(213,B,229)
(213,E,26)
(213,F,27)
(213,I,28)
(213,L,230)
(213,T,30)
(213,W,31)
(214,!,-32)
(214,&,-32)
(214,.,-32)
(214,<,-32)
(214,>,-32)
(214,~,-32)
(214,+,-32)
(214,-,-32)
(214,*,164)
(214,/,165)
(215,!,-33)
(215,&,-33)
(215,.,-33)
(215,<,-33)
(215,>,-33)
(215,~,-33)
(215,+,-33)
(215,-,-33)
(215,*,164)
(215,/,165)
(216,(,231)
(217,),-30)
(217,+,125)
(217,-,126)
(218,{,-28)
(218,M,232)
(219,;,-17)
(219,`,-17)
(219,=,233)
(220,),-34)
(220,+,-34)
(220,-,-34)
(221,),-41)
(221,*,-41)
(221,/,-41)
(221,+,-41)
(221,-,-41)
(222,n,234)
(222,},235)
(223,;,-34)
(223,`,-34)
(223,+,-34)
(223,-,-34)
(224,;,-41)
(224,`,-41)
(224,*,-41)
(224,/,-41)
(224,+,-41)
(224,-,-41)
(225,;,-18)
(225,`,-18)
(225,+,157)
(225,-,158)
(226,!,-34)
(226,&,-34)
(226,.,-34)
(226,<,-34)
(226,>,-34)
(226,~,-34)
(226,+,-34)
(226,-,-34)
(227,!,-41)
(227,&,-41)
(227,.,-41)
(227,<,-41)
(227,>,-41)
(227,~,-41)
(227,*,-41)
(227,/,-41)
(227,+,-41)
(227,-,-41)
(228,},-5)
(228,a,18)
(228,d,19)
(228,e,20)
(228,f,21)
(228,i,1)
(228,r,2)
(228,t,22)
(228,w,23)
(228,A,24)
(228,C,236)
(228,E,26)
(228,F,27)
(228,I,28)
(228,L,29)
(228,T,30)
(228,W,31)
(229,a,-26)
(229,d,-26)
(229,e,-26)
(229,f,-26)
(229,i,-26)
(229,r,-26)
(229,t,-26)
(229,w,-26)
(229,},-26)
(229,s,-29)
(229,H,237)
(230,a,-27)
(230,d,-27)
(230,e,-27)
(230,f,-27)
(230,i,-27)
(230,r,-27)
(230,t,-27)
(230,w,-27)
(230,},-27)
(231,),238)
(231,d,8)
(231,i,1)
(231,r,2)
(231,E,9)
(231,F,239)
(232,{,240)
(232,B,241)
(233,{,242)
(234,},-19)
(234,`,243)
(234,N,244)
(235,),-16)
(235,`,-16)
(236,},245)
(237,s,246)
(238,{,247)
(238,B,248)
(239,),249)
(239,`,17)
(240,},-5)
(240,a,18)
(240,d,19)
(240,e,20)
(240,f,21)
(240,i,1)
(240,r,2)
(240,t,22)
(240,w,23)
(240,A,24)
(240,C,250)
(240,E,26)
(240,F,27)
(240,I,28)
(240,L,29)
(240,T,30)
(240,W,31)
(241,a,-48)
(241,d,-48)
(241,e,-48)
(241,f,-48)
(241,i,-48)
(241,r,-48)
(241,t,-48)
(241,w,-48)
(241,},-48)
(242,n,251)
(242,},252)
(243,n,253)
(244,},254)
(245,s,-4)
(245,a,-4)
(245,d,-4)
(245,e,-4)
(245,f,-4)
(245,i,-4)
(245,r,-4)
(245,t,-4)
(245,w,-4)
(245,},-4)
(246,{,-28)
(246,M,255)
(247,},-5)
(247,a,18)
(247,d,19)
(247,e,20)
(247,f,21)
(247,i,1)
(247,r,2)
(247,t,22)
(247,w,23)
(247,A,24)
(247,C,256)
(247,E,26)
(247,F,27)
(247,I,28)
(247,L,29)
(247,T,30)
(247,W,31)
(248,(,-3)
(248,d,-3)
(248,n,-3)
(248,i,257)
(248,r,2)
(248,E,175)
(248,P,258)
(249,{,247)
(249,B,259)
(250,},260)
(251,},-19)
(251,`,243)
(251,N,261)
(252,;,-16)
(252,`,-16)
(253,},-19)
(253,`,243)
(253,N,262)
(254,),-15)
(254,`,-15)
(255,{,240)
(255,B,263)
(256,},264)
(257,d,-24)
(258,(,-1)
(258,d,-1)
(258,n,-1)
(259,(,-3)
(259,d,-3)
(259,n,-3)
(259,i,257)
(259,r,2)
(259,E,175)
(259,P,265)
(260,a,-4)
(260,d,-4)
(260,e,-4)
(260,f,-4)
(260,i,-4)
(260,r,-4)
(260,t,-4)
(260,w,-4)
(260,},-4)
(261,},266)
(262,},-20)
(263,a,-25)
(263,d,-25)
(263,e,-25)
(263,f,-25)
(263,i,-25)
(263,r,-25)
(263,t,-25)
(263,w,-25)
(263,},-25)
(264,i,-4)
(264,r,-4)
(264,(,-4)
(264,d,-4)
(264,n,-4)
(265,(,-2)
(265,d,-2)
(265,n,-2)
(266,;,-15)
(266,`,-15)
